id,name,url,author,style,finished,updateTime,bookIntro
347,重启修仙纪元,http://book.zongheng.com/book/784475.html,步履无声,都市娱乐,已完结,"更新时间 06-27 19:11","当高歌醒来的时候，发现自己已经回到了灵气复苏前的地球。 要不了多久，这个世界将会成为修炼者的时代。修炼门派，古武世家，如雨后春笋一般冒出来。 作为一个重活了一次的人，高歌总觉得，如果自己不将那些资源，功法，宝地，先一步抢过来的话，简直对不起这个身份了。 在这个时代有很多天才，而我，职业吊打各路天才，我叫高歌，高歌猛进的高歌！ 微信公众号：作者步履无声 读者群：424110920"
348,神医赘婿在都市,http://book.zongheng.com/book/888551.html,明天没饭吃,都市娱乐,已完结,"更新时间 06-14 23:05","“来来来，我看看你是不是有病。” “没病？”叶长安目光冰冷，“没病的话，那你怎么敢来招惹我！” 叶长安说：“动我可以，千万千万，不要招惹我亲爱的老婆！”"
349,风卷长天,http://book.zongheng.com/book/834324.html,西蜀,奇幻玄幻,已完结,"更新时间 06-14 21:21","魔非魔，仙非仙。 漫天如是，不独人间。 魑魅魍魉舞翩跹，刍狗谁怜。/ 仙亦魔，魔亦仙。 正邪善恶，不过是利弊权变。/ 仁义道德有双面，假可为圣，伪能成贤。/ 遮羞布薄不如纸，情义廉耻抛两边。 求人求佛求神仙，苍天不如苍生愿。/ 何日长风十万里，席卷九天。 且教他，乾坤倒转，地覆天翻，驱尽烽烟还炊烟。/ 惊回首，你的容颜，逝水流年，昔日心田变桑田。"
350,乱世枭雄,http://book.zongheng.com/book/737385.html,九孔,历史军事,已完结,"更新时间 06-13 17:36","隋末民不聊生，烽烟四起，天下大乱，各路英雄逐鹿天下。 从石棺里面爬出的枭雄，魂系千年，黄沙百战，气吞万里如虎，注定要去图谋江山入战图，灭天下诸侯，败天下豪雄，强压李唐野心。 败者为寇，胜者为王，江山如画，美人如玉。（微信号：作家九孔，欢迎关注，书友群599094137，欢迎诸位看客加入。）"
351,兵王之王,http://book.zongheng.com/book/749379.html,王天霸,都市娱乐,已完结,"更新时间 06-10 17:33","为兑现红颜一诺，杨奇回归都市守护小姨子； 本想安安稳稳做个小打杂，谁料各种纷争上门，杨奇无奈卷入都市大浪潮中； 且看他龙游花都，踏歌而行，闯出一片新的天地。"
352,超品赘婿,http://book.zongheng.com/book/904652.html,了无忧,都市娱乐,已完结,"更新时间 06-08 07:00","书粉群：QQ：582950890 当卑微的赘婿睁开双眼，黑白真假历历分明，他注定要站在人类之巅！ 上门女婿？那又如何？"
353,平天策,http://book.zongheng.com/book/688697.html,无罪,武侠仙侠,已完结,"更新时间 06-03 13:29",北魏和南朝梁兴盛，却正值整个世界的天地灵气都在逐渐枯竭，正是修行者世界典籍里记载的末法灵竭到来，林意是这个时代里，南朝梁第一批新生的修行者。
354,神尊归来当奶爸,http://book.zongheng.com/book/857490.html,油炸章鱼丸,都市娱乐,已完结,"更新时间 06-02 10:18","三年前跌落悬崖，他偶然进入神界，却一路开挂，三百年成为神界至尊。 而今为了与妻女团聚，他神尊归来，纵横一世，誓要弥补前世遗憾……"
355,重生之低调大亨,http://book.zongheng.com/book/778085.html,易水寒春秋,都市娱乐,已完结,"更新时间 06-01 16:55","（新书大俗人已发表，希望大家能支持一下！） 若重生当如何？过着平凡生活的楚乾坤意外重生，回到了2004年，凭借十几年的先知，开启了他低调奢华的人生，隐居幕后，开创伟业。 ( 书友QQ群：519512873）"
356,医品狂婿,http://book.zongheng.com/book/884120.html,善心靓医,都市娱乐,已完结,"更新时间 05-31 21:39",唐朝755年，爆发安史之乱，唐朝首席御医秦白跟随唐玄宗逃亡蜀中，随之禁军哗变，秦白死于乱军之中，一缕魂魄却意外穿越千年，附身在假死状态之中的沈家废物女婿秦宇身上……至此窝囊废女婿陡然摇身一变，成为最强赘婿，昔日世人谤他、辱他、轻他、笑他、欺他、贱他，今日我秦白重获新生，必然以牙还牙，以眼还眼，十倍还之，且看最强赘婿玩转都市。
357,禁咒法师,http://book.zongheng.com/book/830167.html,青风流水,奇幻玄幻,已完结,"更新时间 05-31 00:06","末法时代传奇法师匿迹，禁咒早已失传。 魔兽卷土重来，帝国风雨飘零，摇摇欲坠。 只见一人横空出世，屠龙破晓逆转乾坤。"
358,种出一个世界,http://book.zongheng.com/book/822019.html,留面条,奇幻玄幻,已完结,"更新时间 05-20 23:14","武者修肉身以做田，吸天地灵气以做水，以天才地宝为肥，开灵根，结道果，突破自身极限，凝聚天地世界。 只是...... 道果成熟之后，那摘果的幕后黑手又是谁呢？"
359,龙悦荷香,http://book.zongheng.com/book/801686.html,荷之青青,历史军事,已完结,"更新时间 05-18 16:55","天地不仁，刍狗万物。圣人不仁，柝龠熔炉。 沧海桑田，霸业焦土。悲欢离合，丹心如故。 成败有因，胜负有果，兴衰有道，何谓荣辱？ 万世之基，千古之帝，百谷之王，谁主沉浮？"
360,午夜直播间,http://book.zongheng.com/book/838367.html,夜半读书,都市娱乐,已完结,"更新时间 05-16 02:43","为了挽回女友的芳心，大学生韩飞向高利贷借下大额，偿还不起遭到逼迫和毒打，所幸一位朋友挺身而出，给他介绍了工资不菲的工作，他正式成为了一名夜间男主播。 经过几次直播，他发现事情根本不是自己想的那般简单，他想找朋友问个明白，可那个朋友早就死了，而跟他签约的直播公司也找不到了......"
361,九阳火圣,http://book.zongheng.com/book/587184.html,紫芹,奇幻玄幻,已完结,"更新时间 05-15 13:00","燃星尘，封赤焰入剑。 茫茫白骨，一剑在手，业火红莲，万里焚空。 一名铁骨少年，一柄上古遗留的神剑，一段刻骨铭心的爱情。 在血与火中抛洒热血！在冷漠与轻视中爆发怒火！在傲慢与偏见中撕碎所有信仰！ 他从不追求瞩目，却注定成为传奇！"
362,开个诊所来修仙,http://book.zongheng.com/book/732001.html,李闲鱼,都市娱乐,已完结,"更新时间 05-15 12:08","我是天生的善恶中间人，天外诊所的主人，我治百病也替天行道。 我的故事从一条狗开始，那一夜它送了我一个诊所……"
363,血灵王座,http://book.zongheng.com/book/862558.html,卿云之歌,武侠仙侠,已完结,"更新时间 05-15 10:30","混混小子逍遥人，天降仙妻束终生。江湖精彩纷繁，看似傍妻的他，如何醉卧芳华，驰骋天下⋯⋯ 欢迎书友来水群：639 019 856"
364,长宁帝军,http://book.zongheng.com/book/751819.html,知白,历史军事,已完结,"更新时间 05-15 08:59","这个天下大大小小数百国，说到陆地武功宁国近乎无敌，有四疆四库的虎狼横扫六合，陆地延伸到哪儿，宁军就能把战旗插到哪儿，可是海疆之外虎狼不及之处总有些人不服气，于是就有了那少年带刀扬戟，一苇渡海。 沈冷：如果突然有一天需要我奋斗余生来为民族做一些事，我愿意。"
365,超自然事务管理局,http://book.zongheng.com/book/856973.html,菲硕莫薯,都市娱乐,已完结,"更新时间 05-11 18:08","书友群：580451577 新书：《我真不是故意的》同平台发布，感谢支持。 楚御的工作很简单，办事儿，揍人。 事儿，北纬30度死亡区，南极灰色“时空门”，国境线迷雾群尸，死丘事件再现等超自然事件。 人，重生的，穿越的，体内带着系统泡妞的，还有浑身发光自称为神的能量生命体等怪胎，这些，统统都归楚御管！"
366,仙穹之巅,http://book.zongheng.com/book/806731.html,勿问今生,奇幻玄幻,已完结,"更新时间 05-09 11:30","万界共尊江邪羽，一剑光寒十九州！ 于万般劫中崛起，观帝路诸雄折戟。 逆伐上苍，血染厄土，独步天下……一切尽在《仙穹之巅》！ 书友交流QQ群838243666（仙穹之巅·香茗居）"
367,帝心魔种,http://book.zongheng.com/book/784303.html,小手码字,奇幻玄幻,已完结,"更新时间 05-06 09:00","公元三千年，在到处都是毁灭和废墟的地球，被遗弃的人类风照桓，身上不幸的被种植了魔人基因，地球毁灭的黑洞，将身体处于变异中的风照桓阴差阳错的带入了另一个时空的天梦大陆。 这是一个斗气魔法肆虐，宠兽纵横的世界，当身带魔人基因的风照桓降临大陆，他就注定了面对无数艰险和强者的挑衅，为了生存，风照桓一次次的将自己置于危险死亡的境地，一场超级无限魔化的全新旅程由此展开！！"
368,兵之神,http://book.zongheng.com/book/833065.html,漫漫爱,都市娱乐,已完结,"更新时间 05-05 23:42",西灭欧王，内平山城，东灭岛国，兵神所在、望风披靡！
369,星海神尊,http://book.zongheng.com/book/879657.html,常逊,奇幻玄幻,已完结,"更新时间 05-02 12:06","在这个宇宙，涅槃君主能生死九转，大战之后，只要有一丝灵魂血肉留存，便可涅槃重生。超脱神明能亘古长存，寿元同宇宙比肩。但这并不是尽头，真正的强者之路才刚刚开始…… 虚空内景承至道，宇宙元图控星海。乾坤万象终幻灭，逆转轮回复天开！"
370,天刑纪,http://book.zongheng.com/book/499738.html,曳光,武侠仙侠,已完结,"更新时间 05-01 05:37","今朝修仙不为仙，只为春色花满园; 来日九星冲牛斗，且看天刑开纪元。 ——光明阁vip群：423807160光明阁聊天群：209710200"
371,医品宗师,http://book.zongheng.com/book/635570.html,步行天下,都市娱乐,已完结,"更新时间 05-01 00:27","他是武林中最年轻的武学宗师，拥有神秘的绝对手感，可他现在却是一名普通的中医大学的大一新生，本想低调的学学医，看看病，恋恋爱，可在一次中秋晚会被迫表演中震惊了全场，注定闪耀的美好大学生活从此开始了【欢迎关注小步的微信公众号：bxtx521,或者直接搜索“作者步行天下”添加，会有相关番外和剧情介绍）友群：121883239"
372,气御九天,http://book.zongheng.com/book/666209.html,一千克拉,奇幻玄幻,已完结,"更新时间 04-30 12:49","天地之间，气乃一切根本。气的级别越高，气脉才可以越强大。气脉，乃武道之源泉，关乎武道成就，纵横捭阖，皆源于此。苏灵御紫海气，修气脉之术，《御气斗天功》，所向披靡。 　…… 【新书求支持】"
373,凯巴伯密码,http://book.zongheng.com/book/764135.html,长河一笔,都市娱乐,已完结,"更新时间 04-30 08:52","姜飞醒来，已经是一百年以后，一个独特的自由港，机器人的势力在全球弥漫。 善与恶，生与死，看似美好的生活，实际是危险的边缘；机器人的世界，还是人类的世界，机遇只在一线之间。 当凯巴伯密码打开的时候，机器人其实和人类一样脆弱……"
374,帝启鸿钧,http://book.zongheng.com/book/839282.html,炖酒,奇幻玄幻,已完结,"更新时间 04-28 12:05","最痴的情，最恸的歌，最热血的战斗，最不朽的传说。 仙魔佛妖人鬼神，浩瀚生灵，谁是主角，谁又是配角？"
375,大督军的征服日记,http://book.zongheng.com/book/755460.html,黑色暴雨,科幻游戏,已完结,"更新时间 04-26 10:26",庞大的星河帝国，和未知的敌人同归于尽，仅仅剩下帝国的最高统治者――大督军星晨，为了复兴自己的帝国，作为最后复兴者的大督军，不得不开始征服一个又一个的文明……
376,都市最强仙医,http://book.zongheng.com/book/367101.html,菜农种菜,都市娱乐,已完结,"更新时间 04-25 15:44","本是落魄小医师，意外得到修真界绝世医术的传承，他凭一手针灸神技，成为了美女老板离不开的男人……（群 239552402）"
377,逆流纯金年代,http://book.zongheng.com/book/839827.html,鹅城知县,都市娱乐,已完结,"更新时间 04-22 18:16",曾经是青葱少年，一转眼已是肥腻大叔;曾经穷困潦倒，重生后抓住时代风口。逝去的岁月，纯金的年代，再回首，问苍茫大地，谁主沉浮？公众号：鹅城知县。
378,神级奶爸,http://book.zongheng.com/book/719827.html,单王张,都市娱乐,已完结,"更新时间 04-18 15:27","修仙归来成奶爸，建山头，开餐厅，写写歌，泡泡孩她妈......且看修仙奶爸如何玩转都市。 ps：关注微信公众号：单王张 ps：正版读者微信群：加微信1334725041验证入群（积分5000以上）。普通读者Q群：162099227。ps2：已有完本老书《都市最强修仙》，放心入坑。"
379,阎王驾到,http://book.zongheng.com/book/836330.html,绝品杜少,都市娱乐,已完结,"更新时间 04-18 12:53","打赌遭雷劈，本以为小命玩完，却意外获得阴阳眼，从此走向人生巅峰。 “云哥！人家找你有事商量，回家说好不好嘛。”校花女鬼。 “杜云，今晚有时间去老师的公寓捉鬼么？”美女教导员。 “云哥！江北三市灵异爆发，您快去支援一下吧。” 阎王驾到！众鬼退避！"
380,剑道通神,http://book.zongheng.com/book/489242.html,六道沉沦,奇幻玄幻,已完结,"更新时间 04-15 21:48","新书《剑剑超神》已发，恳请关注并支持！ （微信公众号：六道沉沦，纵剑盟—VIP群：546750207。入群需截图验证）"
381,系统叫我做好人,http://book.zongheng.com/book/835629.html,东南俗人,都市娱乐,已完结,"更新时间 04-15 07:44","扫码领红包，扫出了一个神秘的系统。 自此，李皓遇到了各种各样的人和事，被逼着开始做一些自己不喜欢的任务。 十老会、卡尔斯酒会、五方秘术、西方黑暗世界、十二星宿……一个个神秘势力出现，等待李皓的是危机还是机遇……"
382,宰执天下,http://book.zongheng.com/book/69507.html,cuslaa,历史军事,已完结,"更新时间 04-14 00:06","　　宰者宰相，执者执政。 上辅君王，下安黎庶，群臣避道，礼绝百僚，是为宰相。 佐政事，定国策，副署诏令，为宰相之亚，是为执政。 因为一场空难，贺方一迈千年，回到了传说中‘积贫积弱’同时又‘富庶远超汉唐’的北宋。一个贫寒的家庭，一场因贪婪带来的灾难，为了能保住自己小小的幸福，新生的韩冈开始了向上迈进的脚步。 这一走，就再也无法停留。逐渐的，他走到了他所能达到的最高峰。在诸多闪耀在史书中的名字身边，终于寻找到了自己的位置。 读者第一群：127748272（高级群，已满） 读者第二群：31711604（招募中） 读者第三群：177233103（招募中）"
383,万丈玄光,http://book.zongheng.com/book/870514.html,抠脚大猫,武侠仙侠,已完结,"更新时间 04-10 20:41","剑客苦练搅动风云的法门，只为那人人可望不可即的公道。 有人说过他是疯子，还有一群人总在背后说他是妖孽。 登高往下看，看得不太清楚，但能看得更明白，这是他的原话。 （第一次写，慎点，大概二百万字完本）"
384,秣马南宋,http://book.zongheng.com/book/739828.html,湖樵散人,历史军事,已完结,"更新时间 04-08 17:34",宋元合力灭金后，元人背诺南下侵宋，是以开始了长达四十余年的宋元大战。现代男儿穿越回南宋，成为一山民猎户，经兄弟劝诫出山抗元。
385,锦衣春秋,http://book.zongheng.com/book/510426.html,沙漠,历史军事,已完结,"更新时间 04-03 09:23","安忍不动如大地，静虑深密如秘藏！ 地藏卷轴突现世间，黄金凤凰再临天地，南北争雄，密云重重。深宫诡虞，疆场喋血。 以天地为棋盘，众生为弈子，英雄豪杰，风月美人，演一出旷世棋局！ 本书官方群：70016082 微信公众号：锦衣沙漠"
386,大道诛天,http://book.zongheng.com/book/689231.html,热乎冰棍儿,奇幻玄幻,已完结,"更新时间 03-31 18:35","十年前，一把剑斩尽天下， 黄口童子，聚剑魄意气风发。 十年后，一株草破碎虚空， 弱冠少年，逆天改命！ 大道无情，我一剑诛之！ 群号：552591397 欢迎大家加入聊书！"
387,酒中踏歌行,http://book.zongheng.com/book/794715.html,千极,武侠仙侠,已完结,"更新时间 03-31 16:20","千里江山，多少英雄儿女青山埋忠骨；万里长歌，几度春秋寒凉沧海又桑田——手中无剑，心中有剑，侠为剑骨，义化剑锋，以天地铸剑鞘！既然此乱世浑浊不堪，那就以身化剑，斩出一片洞天彻地的盛世清明！ 和老婆南州花主的共同读者群867729422，新书《赘婿为王》正式开始更新。这是一个废物崛起的故事，也同样描写了一个崭新的都市江湖。"
388,天才纨绔,http://book.zongheng.com/book/316562.html,陌上猪猪,都市娱乐,已完结,"更新时间 03-31 10:40","超级强者一缕元神穿越地球夺舍重生，融入了因为坠马死亡的纨绔子弟身上，在繁华都市中以新的身份开始了不一样的生活。 会修真会泡妞，能治病能杀人，神级天赋，术法通神。 且看他如何逆天改命，在红尘美色中，一步步踏上人世巅峰！书友群278615754"
389,乘龙赘婿,http://book.zongheng.com/book/855193.html,雾岚山岳,都市娱乐,已完结,"更新时间 03-31 07:43","一次有预谋的车祸，高然连人带车坠入湖底，醒来之时发现脑海中多了一部修龙炼体术。 两年前他以穷屌丝身份稀里糊涂入赘钱家，此后他活得像条狗。耙耳朵、吃软饭、佣人、出气筒……呃，好吧这就是他，还有谁比他更窝囊、憋屈。 而现在他只想找回尊严，用老天赐予他的能力，脚踏各路宵小，征服强势而又不喜欢他的老婆……"
390,大明春色,http://book.zongheng.com/book/683061.html,西风紧,历史军事,已完结,"更新时间 03-25 21:10",大明初年风云激荡，注定要身败名裂、被活活烧死的王，必须走上叛天之路。恩怨爱恨，功过成败，一切将会如何重演？
391,天骄战纪,http://book.zongheng.com/book/547156.html,萧瑾瑜,奇幻玄幻,已完结,"更新时间 03-23 10:02",林寻独自从矿山牢狱中走出，掌御灵纹，心通万古，踏上了一条古今未有的传奇之路［微信公众号：xiaojinyu233］搜索公众号“萧瑾瑜”也可以添加。
392,求魔问道,http://book.zongheng.com/book/797891.html,苍原狼,奇幻玄幻,已完结,"更新时间 03-16 21:51",传言天罚百年一次，动辄覆城。当灾难降临，满城涂炭，少年阴差阳错成为天罚中唯一幸存者，背负天罚的烙印，背负魔族的宿命，从此踏上漫漫武道。看惯爱恨情仇，游走生死之间，神族、魔族同台争锋，妖族、修罗群起争雄。到底谁能一手遮天……
393,巅峰时刻,http://book.zongheng.com/book/840015.html,四方通行,竞技同人,已完结,"更新时间 03-04 23:13","电竞生涯已入暮年的“中国枪神”周扬在即将退役之际，重生到了10年前的大学时代，《荣光》职业联赛初兴，一切都回到了原点。 团队，竞技，战队，荣耀，热血，燃情，荣光！ 把身后交给队友！只有最强的队伍！才能站在世界之巅！ （书友群679686345，欢迎书友朋友们加入一起讨论。）"
394,天魔地仙记,http://book.zongheng.com/book/862943.html,何太痴,武侠仙侠,已完结,"更新时间 03-01 00:46",相传娲皇补天之时，因大意之下用了一块有瑕疵之石。不想这石却因自己能力不足而偶动反心，坠下界来，被凌幻仙姑炼化成一刀一剑。从此，天门茫茫，生死轮回，一刀一剑成了通天大道的必备钥匙。
395,踏天争仙,http://book.zongheng.com/book/437719.html,三生万物,奇幻玄幻,已完结,"更新时间 02-29 22:14","群雄逐鹿，仙道争锋，天若阻我，我便踏天而行！众生渺渺，皆是苦难河上的纸做小舟，风来浪打，飘摇孤苦，方荡要打造一艘打不沉的巨舰，扬帆起航，迎着朝阳乘风破浪，逆天而上，直入星河。 ———————————————三生的QQ群 踏天争仙群 207274330（最新推荐加入） 杀神群 65061774 人道洪炉 12213790 天道十三层 182875680"
396,凌霄九州,http://book.zongheng.com/book/857277.html,我叫石丑牛,奇幻玄幻,已完结,"更新时间 02-29 00:48",少年王浩，本为二十一世纪X市一名法医，在工作中解剖尸体查询死因时偶得一座来历不明的黑塔，却因此穿越回鸿蒙大陆，而以武为尊的世界中不容许他后退半步。自此收灵兽，掌异火，踏九霄，垂青名。莫愁前路无知己，天下谁人不识君！看我王浩如何崛起，鸿蒙汉宵，永护神宇！
397,镇鼎,http://book.zongheng.com/book/708022.html,祥虎,奇幻玄幻,已完结,"更新时间 02-28 12:00",自小家人离散，修炼天赋惹人忌恨；一只鼎，一把刀，仗此闯天涯。萧邕，战妖，战魔，战九天；镇鼎，镇山，镇岳，镇江河。
398,神帝归来,http://book.zongheng.com/book/802918.html,修果,都市娱乐,已完结,"更新时间 02-25 01:05","沉睡亿年，一朝苏醒觅红颜。回归都市，上古战火重新燃。 已有完本作品《仙帝归来》，不断更，不太监，大家可以放心入坑。读者群（1）：185671511（欢迎进群灌水。）——读者群（2）：972353686（此为正版群，进群需验粉丝值。）"
399,傲世灵主,http://book.zongheng.com/book/572880.html,听风寻极,奇幻玄幻,已完结,"更新时间 02-14 08:59","前世宗门被人血洗，投身凤泉，一代阁主终殒命；今世重生，背负上另一份人生轨迹！机缘巧合中觉醒玄灵之体，纳此间数种灵力，学天下无尽灵技！老天爷，你若想玩，我林玄奉陪到底！ 【书友群：596150164】"
400,楚臣,http://book.zongheng.com/book/747843.html,更俗,历史军事,已完结,"更新时间 02-08 13:54","唐季既没，诸侯崛起，天佑帝起于草莽之间，于江淮地区创立楚国已经十二年，与占据中原的梁国以及占据河东、幽燕地区的晋国，成为当世最为强大的三大霸主，天下征战不休、民不聊生…… 【楚臣书迷群，ＱＱ群号：628735469，微信公众号：gengsu1979】"
401,无上道境,http://book.zongheng.com/book/801572.html,孤独的小野马,奇幻玄幻,已完结,"更新时间 02-07 14:01",天行大陆，强者为尊。上古时期天地大乱，为了拯救苍生，两位人类圣祖创建新的修炼体系，让濒危的人类重生，从此天道诸多修炼方式落寞。在此千万年后，一个山村小子，为了心中的强者之梦，在兄弟朋友，红颜知己的陪伴下踏上了强者征途。殊不知，当他经历万般艰难，冲破万千生死之境，踏上了大陆巅峰成为最强者时，发现天行大陆仅是宇宙中的一粒尘沙，还有更远的征途需要他征服......
402,超级鉴宝大宗师,http://book.zongheng.com/book/730072.html,后方高能,都市娱乐,已完结,"更新时间 02-01 20:52",钱？我有！美女？不缺！地位？等等，地位是什么？在华夏国，我富可敌国，坐拥百分之八十的珍奇异宝，每天请安的美女如云，这算地位吗？
403,点道为止,http://book.zongheng.com/book/730066.html,梦入神机,都市娱乐,已完结,"更新时间 02-01 19:25","功夫究竟是什么？ 花架子还是杀人技？ 三千年冷兵器战争和无数民间私斗酝酿出来的把式，究竟是不是骗局？ 国术流开创者，功夫小说第一人梦入神机，在本书中为您揭秘。 止戈为武，点到为止。 “你若无敌，将会如何？” “得饶人处且饶人。”"
404,纵横之无敌系统,http://book.zongheng.com/book/835627.html,烽火潜龙,二次元,已完结,"更新时间 01-31 23:50","命运降临，无法抵挡，无从选择！突临末世，这是际遇，还是挑战？前路未知，是生是灭，无法识别！长剑纵横，魔法环绕，这是怎样的世界？ 哎！管他那么多，无敌系统在手，纵横天下我有！"
405,王牌大高手,http://book.zongheng.com/book/777173.html,梁不凡,都市娱乐,已完结,"更新时间 01-24 21:06","神秘强者在保护美女的同时深陷阴谋，面对周围重重敌人，我点燃一根烟，除恶在人间。 PS：请搜索并且关注微信公众号：梁不凡"
406,正义迷途,http://book.zongheng.com/book/778039.html,小右撇子,悬疑灵异,已完结,"更新时间 01-23 09:34","谨以此书，献给那些在黑暗中苦苦挣扎，但仍对社会与未来抱有美好憧憬的人。 本书会有你想看到的各种离奇案件，但随着凶手最后的落网，事情真的结束了吗？ 求收藏、求推荐 作者第一次开坑，欢迎广大读者提出意见与建议！"
407,极品妖孽弃少,http://book.zongheng.com/book/801390.html,八千妖孽,都市娱乐,已完结,"更新时间 01-20 16:45",五年前，风波滔天，鲜血成河，徐风尘带着指腹为婚的女孩仓皇逃出华夏。五年后，秋风如刀，杀意似剑，已经贵为徐青帝的男人踏回故土，他要让那些逼着这对青梅竹马亡命天涯的魑魅魍魉，还债、还血、还命！
408,五行御天,http://book.zongheng.com/book/625442.html,士兵乙,武侠仙侠,已完结,"更新时间 01-18 08:18",你会锻体金刚不坏，我懂咏春专打要害；你有元力佛力，我有擒拿锁技；道术佛法高深莫测，我用长弓狙击，我以符箓引爆。我若修仙，修元界任我纵横；我若成仙……嗯，得闲想回地球坐坐……书友群：321，753，987
409,仙路至尊,http://book.zongheng.com/book/377897.html,睡秋,武侠仙侠,已完结,"更新时间 01-14 15:59","天可怜见， 本只想在天上捅个窟窿， 谁知道会打碎一个世界！ 在一众大神通者委屈的目光注视之下， 杨君山感觉自己冤得慌。 书友群：128946075，微信公众号请关注：睡秋的庄园。"
410,绝命毒尸,http://book.zongheng.com/book/714691.html,十阶浮屠,都市娱乐,已完结,"更新时间 01-13 12:30","阻挡末日是我的信念，温暖她们是我的责任，我就是夏不二，末日的阻挡者…… （新书《差一步苟到最后》已经开更，直接点击作者名就能看到，关注公众号“十阶浮屠”，可免费领取末城全本！）"
411,兽破苍穹,http://book.zongheng.com/book/744186.html,妖夜,奇幻玄幻,已完结,"更新时间 01-03 20:00",一个落魄的世家少爷，一群风味不同的女子，一部不屈的斗战史。一个拥有神奇战兽的少年，不屈于命运，一步步踏上巅峰，赢得无数美女欢心，与天抗争？天又有什么资格跟我争？
412,妖者为王,http://book.zongheng.com/book/744185.html,妖夜,奇幻玄幻,已完结,"更新时间 01-03 19:59","少年萧浪，天生觉醒超级神魂，却被误认为废神魂。在家族受尽屈辱，多次被陷害，无奈之下叛出家族，从此一飞冲天，独步天下。 为了心爱的姑娘，心中的道义，他不惜举世皆敌，一路屠神。 天要压我，我就破了这个天！"
413,血染长生,http://book.zongheng.com/book/658051.html,夜开花,武侠仙侠,已完结,"更新时间 01-02 12:16","法不孤起，仗境方生； 道不虚行，遇缘则应。 三度轮回，只为重归故土，夺回那已蒙尘多年的无上荣耀。 苦练七十二绝技，只为征战三界，踏血问仙，令苍生俯首，我自逍遥…… 交流群：748742503"
414,十国帝王,http://book.zongheng.com/book/409112.html,我是蓬蒿人,历史军事,已完结,"更新时间 01-02 09:40",黄巢之乱后，朱温篡唐，由是五十余年间，中原历五姓十三帝。他来后，十年蛰伏，读破诗书三千卷，练得沙场杀人剑；十年征战，血流南北三千里，铁马金刀败强敌；十年治国，日进社稷三千策，夜对烛火生白发...有朝一日，终成十国帝王，他该如何结束乱世，又该如何塑造恒强大唐？
415,帝御仙魔,http://book.zongheng.com/book/696961.html,我是蓬蒿人,武侠仙侠,已完结,"更新时间 01-02 09:10",大唐皇朝即将崩塌，儒释道三门欲逐天下，异族大军四面侵入边疆。宗室子弟重生长安，前世他为亡国之君，欲为长安布衣不可得，今世他要逆天改运。我有帝剑扫六合，我秉帝道立纲纪，御仙役魔证帝业！
416,奇门小相师,http://book.zongheng.com/book/821838.html,福先生,都市娱乐,已完结,"更新时间 01-01 11:32",清朝的翡翠水壶是吧？有，一麻袋呢。唐朝的三彩脍炉是吧？有，现给你挖。……什么，你要明朝的江淮艳鬼？也行，去给你抓。我们的目标是，卖最稀有的古董，追最极品的妹纸。
417,云中藏锋记,http://book.zongheng.com/book/700185.html,渡舟野客,武侠仙侠,已完结,"更新时间 12-31 21:57",十年武侠梦，江湖终成空，红尘扑满面，云中藏青锋
418,极品庶子,http://book.zongheng.com/book/701191.html,盛世天下,历史军事,已完结,"更新时间 12-31 18:56","武朝如诗篇，风姿美如画。 穿越了？还是庶子？没关系，因为方正只想过悠闲的生活。 可越不想参与朝廷的事情，它就越就越阴错阳差的纠缠你。 武朝有江湖，空有一副行侠仗义之心，却无练武之资。 不过一切都没有关系，拥有超时代知识的方正能在尔虞我诈的朝廷活的如鱼得水，在武力为尊的江湖，他能收强者为己用。 有才子，就有佳人，朝廷丞相之女、书院院长之女、武林圣女、神女围绕其间，到底他又会选择谁呢？还是一网打尽？敬请期待！！！！"
419,浴血武神,http://book.zongheng.com/book/730151.html,闪亮人生,奇幻玄幻,已完结,"更新时间 12-31 12:42","人群中，缓缓走出一个少年，身披战甲，右手握着一把漆黑巨剑，阵阵鼓声，仿佛在迎合少年的脚步。少年停在一道十丈高的石碑前，漆黑如墨的眼眸中爆射出一抹精光，而后将手中并发出强烈光芒的巨剑瞬间扬起。 “来者何人？”一道虚渺的声音突然在少年的心中响起。 “云墨帝国，太子，杨桀！”"
420,未来兵王在都市,http://book.zongheng.com/book/729470.html,动力疯子,都市娱乐,已完结,"更新时间 12-31 09:15","“我永远不会离弃我的战友，让他落在敌人手中！” “我永远不会在战场上投降，让我的祖国蒙辱！” “如果需要，我将为国捐躯；如果必要，最后一颗子弹留给我！”"
421,璀璨仙途,http://book.zongheng.com/book/729453.html,陈家大海,奇幻玄幻,已完结,"更新时间 12-30 11:01","万年轮回，天上星辰之力降落人间，让凡人拥有翻天覆地的非凡力量。拥有星辰之力的人在修炼一途上远超凡人，凡间修炼山门为了强大自身，搜罗这些星辰之子。 凡人修炼所求是飞天长生，而星子只要没有意外，千年之内必入天上星宫。他们在人间存在的意义，是尽可能的消灭掉其他星宫的星子，为自己的星宫赢得万年一次的星宫之战。 星宫之上存在传说，世间有三千大道，即使是天上星宫，依然在这三千大道约束之中。天上星宫大小千万，数之不清，每座星宫都掌握至少一条大道。其中以十八座正天星宫为首，发动证道之争，万年一战，胜者去参与证道的星宫感悟大道，补足自家星宫大道。 三千大道，曾有神者推演，补足者可破碎此方世界，得大超脱。"
